Order Number,Definition,Part_of_Speech,Correct_Character,Correct_Pinyin,Frequency,Usage,Choice_A_Char,Choice_A_Pinyin,Choice_B_Char,Choice_B_Pinyin,Choice_C_Char,Choice_C_Pinyin,Choice_D_Char,Choice_D_Pinyin,Choice_E_Char,Choice_E_Pinyin,Correct_Choice
313,"To cut, slice, or chop something with a knife or sharp tool. Also means 'all' or 'everything' in certain contexts.",verb,切,qie4,41,Common in cooking contexts like 切菜 (cut vegetables) and in phrases like 一切 (everything),切,qie4,主,zhu3,职,zhi2,燎,liao2,伸,shen1,A
314,"Severe, strict, or harsh; also means fierce or intense. Most commonly seen in compound words describing strictness or intensity.",adjective,厉,li4,41,"Common in words like 厉害 (lìhai - powerful/awesome), 严厉 (yánlì - stern/strict)",恶,e4,盈,ying2,脓,nong2,与,yu3,厉,li4,E
315,"Means 'pair' or 'double'; used as a measure word for things that come in pairs like shoes, chopsticks, or hands.",measure word/adjective,双,shuang1,41,Common in phrases like 一双鞋 (a pair of shoes) or 双手 (both hands),窄,zhai3,莹,ying2,双,shuang1,今,jin1,疑,yi2,C
316,"Means 'other' or 'another', indicating something different or separate from what has been mentioned.",adjective,另,ling4,41,"Commonly used in phrases like 另外 (in addition), 另一个 (another one), or 另一方面 (on the other hand)",裁,cai2,扇,shan4,聋,long2,夜,ye4,另,ling4,E
317,"Means 'like', 'as', or 'according to', used to make comparisons or indicate similarity between things.",verb/conjunction,如,ru2,41,"Common in phrases like 如果 (if), 例如 (for example), and 如此 (like this/such)",挥,hui1,貌,mao4,帕,pa4,如,ru2,舌,she2,D
318,"Fruit; also means result or outcome. As a suffix, it appears in words for specific fruits like 苹果 (apple) and 水果 (fruit).",noun,果,guo3,41,Commonly used in compound words related to fruits and results,蟆,ma2,疤,ba1,坏,huai4,果,guo3,蹑,nie4,D
319,"Grade, level, or rank in a hierarchical system. Used to indicate classification, stages, or degrees of something.",noun/measure word,级,ji2,41,"Common in contexts like school grades (年级), difficulty levels (初级, 中级, 高级), and rankings (一级, 二级)",送,song4,阿,a1,遥,yao2,足,zu2,级,ji2,E
320,To injure or hurt (physically or emotionally); an injury or wound.,verb/noun,伤,shang1,40,"Common in words like 受伤 (to be injured), 伤心 (sad/heartbroken), 伤口 (wound)",除,chu2,陈,chen2,逗,dou4,石,shi2,伤,shang1,E
321,To toil or work hard; labor or effort. Also used as a polite expression meaning 'to trouble' or 'to bother' someone.,verb/noun,劳,lao2,40,"Common in phrases like 劳驾 (excuse me, may I trouble you) and 辛劳 (hard work/toil)",骂,ma4,雀,que4,鼻,bi2,劳,lao2,戈,ge1,D
322,"An adverb meaning 'actually (not)' or 'in fact (not)', used to emphasize negation or contrast with expectations. Also means 'and' or 'together' when used as a conjunction.",adverb/conjunction,并,bing4,40,Most commonly seen in negative sentences like 并不 (actually not) or 并没有 (in fact did not),乐,le4,交,jiao1,并,bing4,鼾,han1,龄,ling2,C
323,"Indicates direction or movement toward a place or direction, meaning 'to' or 'toward'.",preposition,往,wang3,40,Commonly used before verbs of motion like 往前走 (go forward) or 往北 (toward the north),们,men,个,ge4,往,wang3,皱,zhou4,掉,diao4,C
324,To pour or concentrate; to focus attention on something or to make a note/annotation.,verb,注,zhu4,40,Commonly seen in words like 注意 (zhùyì - to pay attention) and 注册 (zhùcè - to register),试,shi4,注,zhu4,声,sheng1,那,na4,忘,wang4,B
325,Ball or sphere; any round object used in sports or games,noun,球,qiu2,40,"Common in sports terms like 足球 (soccer), 篮球 (basketball), 网球 (tennis)",道,dao4,小,xiao3,球,qiu2,扭,niu3,翻,fan1,C
326,Ear; the organ used for hearing. Also appears as a radical in characters related to hearing or the ear.,noun,耳,er3,40,"Common in words like 耳朵 (ear), 耳机 (earphones/headphones)",耳,er3,还,hai2,想,xiang3,疼,teng2,糟,zao1,A
327,Means 'because' or 'cause/reason'. Most commonly used in the compound word 因为 (yīnwèi) meaning 'because'.,preposition/noun,因,yin1,39,Often appears in cause-and-effect sentences like 因为...所以... (because...therefore...),圣,sheng4,斯,si1,品,pin3,很,hen3,因,yin1,E
328,A cup or glass used for drinking; also serves as a measure word for beverages.,noun/measure word,杯,bei1,39,Used in phrases like 一杯水 (a cup of water) or 茶杯 (teacup),现,xian4,混,hun4,羊,yang2,开,kai1,杯,bei1,E
329,"God, deity, or spirit; can also mean magical, mystical, or supernatural. Additionally used to describe someone's mental state or expression.",noun/adjective,神,shen2,39,"Common in words like 神话 (mythology), 精神 (spirit/mind), and 神奇 (magical)",冰,bing1,呀,ya,快,kuai4,望,wang4,神,shen2,E
330,"A courtyard or enclosed area; also refers to institutions like hospitals, colleges, or government departments.",noun,院,yuan4,39,"Common in words like 医院 (hospital), 学院 (college), 法院 (court)",游,you2,意,yi4,院,yuan4,拼,pin1,年,nian2,C
331,"To lift, raise, or hold up; also means to cite or give an example.",verb,举,ju3,38,"Common in words like 举手 (raise one's hand), 举行 (hold/conduct an event), and 举例 (give an example)",间,jian1,举,ju3,星,xing1,餐,can1,索,suo3,B
332,"Close, intimate, or related by blood; can also mean to kiss or to do something personally.",adjective/verb,亲,qin1,38,"Common in words like 父亲 (father), 母亲 (mother), 亲人 (relatives), and 亲自 (personally)",乎,hu1,况,kuang4,灰,hui1,比,bi3,亲,qin1,E
333,"To like, to be fond of, or to be happy/delighted about something. Also means joy, happiness, or good news (especially relating to weddings and celebrations).",verb/noun,喜,xi3,38,"Common in words like 喜欢 (to like), 喜事 (happy occasion), and 欢喜 (happy)",骑,qi2,父,fu4,德,de2,桃,tao2,喜,xi3,E
334,A broom or brush used for sweeping. This character is often seen in compound words related to cleaning.,noun,帚,zhou3,38,"Commonly appears in words like 扫帚 (sǎozhou, broom)",帚,zhou3,蛋,dan4,特,te4,弩,nu3,火,huo3,A
335,"Means 'without', 'not have', or 'lacking'. It is the opposite of 有 (yǒu, to have) and is used to indicate absence or negation.",verb/prefix,无,wu2,38,"Common in phrases like 无聊 (bored, literally 'without interest') and 无法 (unable to, cannot)",十,shi2,博,bo2,爵,jue2,无,wu2,心,xin1,D
336,Full or filled to capacity; can also mean satisfied or to reach a certain amount or time period.,adjective/verb,满,man3,38,"Common in expressions like 满了 (it's full), 不满 (dissatisfied), or 满18岁 (to reach 18 years old)",踪,zong1,进,jin4,变,bian4,棒,bang4,满,man3,E
337,"Chapter or section of a book or document; also means seal, stamp, or badge.",noun,章,zhang1,38,"Common in 第一章 (chapter one), 文章 (article/essay), 印章 (seal/stamp)",情,qing2,脚,jiao3,章,zhang1,统,tong3,哮,xiao1,C
338,"Vehicle or car; any wheeled mode of transportation including bicycles, cars, trains, and carts.",noun,车,che1,38,"Common in words like 汽车 (car), 火车 (train), 自行车 (bicycle)",每,mei3,介,jie4,森,sen1,车,che1,吸,xi1,D
339,The number four. It is one of the basic counting numbers in Mandarin Chinese.,number,四,si4,37,"Used in counting, dates, addresses, and mathematical expressions like 四个人 (four people)",藏,cang2,床,chuang2,四,si4,尔,er3,幻,huan4,C
340,"Should, ought to; to respond or answer to something. Also means to agree to or comply with a request.",verb/auxiliary verb,应,ying1,37,Common in words like 应该 (yīnggāi - should) and 反应 (fǎnyìng - reaction/response),金,jin1,并,bing4,应,ying1,匙,shi,洗,xi3,C
341,"Side, beside, or next to something; indicates a position adjacent to or near a reference point.",noun/localizer,旁,pang2,37,Commonly used in words like 旁边 (beside/next to) and 路旁 (roadside),思,si1,耸,song3,旁,pang2,承,cheng2,应,ying1,C
342,Forest or grove; a dense collection of trees. Also commonly used as a surname (Lin).,noun,林,lin2,37,Found in words like 森林 (forest) and 树林 (woods); very common as a family name,林,lin2,脱,tuo1,速,su4,平,ping2,灵,ling2,A
343,Hemp or flax (the plant/fiber); also means numb or tingly (as a physical sensation).,noun/adjective,麻,ma2,37,"Common in words like 麻烦 (trouble/bothersome), 芝麻 (sesame), and 麻木 (numb)",空,kong1,值,zhi2,叹,tan4,怕,pa4,麻,ma2,E
344,"A polite measure word (classifier) used for counting people, especially in formal contexts; also means 'position' or 'place' as a noun.",measure word / noun,位,wei4,36,Used in phrases like 这位老师 (this teacher) or 三位客人 (three guests),巷,xiang4,居,ju1,穿,chuan1,位,wei4,红,hong2,D
345,"A measure word for machines, equipment, and performances; also means platform, stage, or table. Commonly used as a short form for Taiwan (台湾).",measure word/noun,台,tai2,36,"Used in phrases like 一台电脑 (one computer), 舞台 (stage), or 台北 (Taipei)",台,tai2,狼,lang2,梅,mei2,世,shi4,派,pai4,A
346,"To fall, drop, or descend; can refer to physical falling (like leaves or rain) or abstract decline (like falling behind).",verb,落,luo4,36,"Common in words like 落下 (to fall down), 降落 (to land), 落后 (to lag behind)",茫,mang2,指,zhi3,落,luo4,腔,qiang1,处,chu4,C
347,To need or require something; to be necessary or essential.,verb,需,xu1,36,"Most commonly seen in compounds like 需要 (xūyào, to need) and 必需 (bìxū, essential/necessary)",密,mi4,肯,ken3,优,you1,骨,gu3,需,xu1,E
348,"Chief, leader, or first place; describes something big, tall, or outstanding in size or importance.",noun/adjective,魁,kui2,36,"Commonly seen in words like 魁梧 (tall and sturdy), 夺魁 (win first place), or 罪魁祸首 (chief culprit)",基,ji1,帮,bang1,等,deng3,魁,kui2,咯,ge1,D
349,"Breath or rest; also refers to interest (on money) or news/information. Most commonly seen in compound words related to breathing, resting, or息 息相关 (closely related).",noun/verb,息,xi1,35,"Common in words like 休息 (to rest), 利息 (interest), 消息 (news), and 气息 (breath)",息,xi1,挡,dang3,悬,xuan2,雷,lei2,往,wang3,A
350,"To lift or raise something, typically with effort or by multiple people working together. Can also mean to raise one's head or eyes to look up.",verb,抬,tai2,35,"Common in phrases like 抬头 (raise one's head), 抬起 (lift up), or 抬桌子 (carry a table)",塔,ta3,环,huan2,无,wu2,抬,tai2,痕,hen2,D
351,"To pull, drag, or draw something toward oneself or in a particular direction. Can also mean to play (a stringed instrument) or to transport.",verb,拉,la1,35,"Common in phrases like 拉手 (hold hands), 拉小提琴 (play violin), 拉车 (pull a cart)",讥,ji1,拉,la1,夜,ye4,需,xu1,贾,jia3,B
352,"To lift, raise, or carry something (usually with a handle); to mention or bring up a topic in conversation.",verb,提,ti2,35,"Common in words like 提高 (to improve/raise), 提问 (to ask a question), 提供 (to provide)",瓜,gua1,少,shao3,充,chong1,划,hua4,提,ti2,E
353,A clock or bell; also used as a measure word for time duration in hours.,noun,钟,zhong1,35,"Common in expressions like 闹钟 (alarm clock), 钟头 (hour), and 一点钟 (one o'clock)",亮,liang4,钟,zhong1,慢,man4,姐,jie3,埚,guo1,B
354,Cold or cool in temperature; can also describe a person or atmosphere as unfriendly or indifferent.,adjective,冷,leng3,34,"Used to describe weather (天气很冷 - the weather is cold), food/drinks (冷水 - cold water), or emotions (冷淡 - indifferent)",战,zhan4,拽,zhuai1,睁,zheng1,冷,leng3,深,shen1,D
355,"To pant, gasp, or breathe heavily, especially when out of breath from exertion or illness.",verb,喘,chuan3,34,Common in expressions like 喘气 (to catch one's breath) and 气喘 (asthma),爸,ba4,喘,chuan3,洋,yang2,烛,zhu2,表,biao3,B
356,"A measure word for pieces, chunks, or blocks of something; also the informal word for the Chinese currency yuan (dollar)",measure word / noun,块,kuai4,34,"Used with objects like 一块钱 (one yuan), 一块蛋糕 (a piece of cake), or 一块石头 (a block of stone)",绊,ban4,摸,mo1,芒,mang2,梯,ti1,块,kuai4,E
357,"To harm, injure, or cause damage to someone or something; can also mean to kill or murder in certain contexts.",verb,害,hai4,34,"Commonly used in words like 害怕 (to be afraid), 伤害 (to hurt/harm), and 害虫 (pest/harmful insect)",害,hai4,尼,ni2,闻,wen2,训,xun4,拍,pai1,A
358,"Spirit, soul, or supernatural being; also means quick, nimble, or effective when describing responsiveness.",noun/adjective,灵,ling2,34,"Common in words like 灵魂 (soul), 精灵 (spirit/elf), 灵活 (flexible/agile), and 灵验 (effective/efficacious)",首,shou3,灵,ling2,古,gu3,妮,ni1,凝,ning2,B
359,Melon or gourd; refers to various types of melons and gourd-like fruits and vegetables.,noun,瓜,gua1,34,"Common in words like 西瓜 (watermelon), 黄瓜 (cucumber), 南瓜 (pumpkin)",瓜,gua1,仍,reng2,坪,ping2,冥,ming2,胖,pang4,A
360,Flower or blossom; can also mean to spend (money or time) when used as a verb.,noun/verb,花,hua1,34,As a noun in 鲜花 (fresh flowers); as a verb in 花钱 (spend money),哆,duo1,扑,pu1,英,ying1,花,hua1,慌,huang1,D
361,"To look at, to view, or to regard/consider something in a certain way. Often used in formal or written contexts.",verb,视,shi4,34,"Common in compounds like 电视 (television), 视为 (regard as), and 重视 (attach importance to)",寄,ji4,视,shi4,摇,yao2,翻,fan1,枕,zhen3,B
362,To lie down flat or prostrate oneself; to hide or ambush. Also means to submit or yield to someone or something.,verb,伏,fu2,33,"Common in words like 伏击 (ambush), 起伏 (rise and fall), and 伏天 (dog days of summer)",撞,zhuang4,惹,re3,必,bi4,百,bai3,伏,fu2,E
363,"To stop, halt, or cease movement or activity; to park (a vehicle).",verb,停,ting2,33,Common in phrases like 停车 (to park a car) and 停止 (to stop/cease),荡,dang4,擤,xing3,参,can1,佛,fu2,停,ting2,E
364,"A hall or large room, especially for formal gatherings or ceremonies; also used as a measure word for classes or lessons.",noun/measure word,堂,tang2,33,"Common in words like 课堂 (classroom), 食堂 (dining hall), and 一堂课 (one class session)",堂,tang2,遗,yi2,滋,zi1,封,feng1,搞,gao3,A
365,"To lose or to miss; to fail to keep, maintain, or achieve something.",verb,失,shi1,33,"Common in words like 失败 (to fail), 失去 (to lose), 失望 (disappointed)",印,yin4,警,jing3,失,shi1,伸,shen1,私,si1,C
366,Late or evening; refers to the latter part of the day or something happening after the expected time.,adjective/noun,晚,wan3,33,"Common in words like 晚上 (evening), 晚饭 (dinner), and 晚了 (it's late)",跳,tiao4,茎,jing1,壁,bi4,夕,xi1,晚,wan3,E
367,"A period of time or scheduled date; commonly used to indicate stages, terms, or expected times.",noun,期,qi1,33,"Found in words like 星期 (week), 学期 (semester), 日期 (date), and 期待 (to expect)",胡,hu2,惠,hui4,期,qi1,尾,wei3,跌,die1,C
